section,book,chapter,verse,hebrew
Writings,Psalms,136,3,הודו לאדני האדנים כי לעלם חסדו
Writings,Psalms,136,4,לעשה נפלאות גדלות לבדו כי לעולם חסדו
Writings,Psalms,136,5,לעשה השמים בתבונה כי לעולם חסדו
Writings,Psalms,136,6,לרקע הארץ על המים כי לעולם חסדו
Writings,Psalms,136,7,לעשה אורים גדלים כי לעולם חסדו
Writings,Psalms,136,8,את השמש לממשלת ביום כי לעולם חסדו
Writings,Psalms,136,9,את הירח וכוכבים לממשלות בלילה כי לעולם חסדו
Writings,Psalms,136,10,למכה מצרים בבכוריהם כי לעולם חסדו
Writings,Psalms,136,11,ויוצא ישראל מתוכם כי לעולם חסדו
Writings,Psalms,136,12,ביד חזקה ובזרוע נטויה כי לעולם חסדו
Writings,Psalms,136,13,לגזר ים סוף לגזרים כי לעולם חסדו
Writings,Psalms,136,14,והעביר ישראל בתוכו כי לעולם חסדו
Writings,Psalms,136,15,ונער פרעה וחילו בים סוף כי לעולם חסדו
Writings,Psalms,136,16,למוליך עמו במדבר כי לעולם חסדו
Writings,Psalms,136,17,למכה מלכים גדלים כי לעולם חסדו
Writings,Psalms,136,18,ויהרג מלכים אדירים כי לעולם חסדו
Writings,Psalms,136,19,לסיחון מלך האמרי כי לעולם חסדו
Writings,Psalms,136,20,ולעוג מלך הבשן כי לעולם חסדו
Writings,Psalms,136,21,ונתן ארצם לנחלה כי לעולם חסדו
Writings,Psalms,136,22,נחלה לישראל עבדו כי לעולם חסדו
Writings,Psalms,136,23,שבשפלנו זכר לנו כי לעולם חסדו
Writings,Psalms,136,24,ויפרקנו מצרינו כי לעולם חסדו
Writings,Psalms,136,25,נתן לחם לכל בשר כי לעולם חסדו
Writings,Psalms,136,26,הודו לאל השמים כי לעולם חסדו
Writings,Psalms,137,1,על נהרות בבל שם ישבנו גם בכינו בזכרנו את ציון
Writings,Psalms,137,2,על ערבים בתוכה תלינו כנרותינו
Writings,Psalms,137,3,כי שם שאלונו שובינו דברי שיר ותוללינו שמחה שירו לנו משיר ציון
Writings,Psalms,137,4,איך נשיר את שיר יהוה על אדמת נכר
Writings,Psalms,137,5,אם אשכחך ירושלם תשכח ימיני
Writings,Psalms,137,6,תדבק לשוני לחכי אם לא אזכרכי אם לא אעלה את ירושלם על ראש שמחתי
Writings,Psalms,137,7,זכר יהוה לבני אדום את יום ירושלם האמרים ערו ערו עד היסוד בה
Writings,Psalms,137,8,בת בבל השדודה אשרי שישלם לך את גמולך שגמלת לנו
Writings,Psalms,137,9,אשרי שיאחז ונפץ את עלליך אל הסלע
Writings,Psalms,138,1,לדוד אודך בכל לבי נגד אלהים אזמרך
Writings,Psalms,138,2,אשתחוה אל היכל קדשך ואודה את שמך על חסדך ועל אמתך כי הגדלת על כל שמך אמרתך
Writings,Psalms,138,3,ביום קראתי ותענני תרהבני בנפשי עז
Writings,Psalms,138,4,יודוך יהוה כל מלכי ארץ כי שמעו אמרי פיך
Writings,Psalms,138,5,וישירו בדרכי יהוה כי גדול כבוד יהוה
Writings,Psalms,138,6,כי רם יהוה ושפל יראה וגבה ממרחק יידע
Writings,Psalms,138,7,אם אלך בקרב צרה תחיני על אף איבי תשלח ידך ותושיעני ימינך
Writings,Psalms,138,8,יהוה יגמר בעדי יהוה חסדך לעולם מעשי ידיך אל תרף
Writings,Psalms,139,1,למנצח לדוד מזמור יהוה חקרתני ותדע
Writings,Psalms,139,2,אתה ידעת שבתי וקומי בנתה לרעי מרחוק
Writings,Psalms,139,3,ארחי ורבעי זרית וכל דרכי הסכנתה
Writings,Psalms,139,4,כי אין מלה בלשוני הן יהוה ידעת כלה
Writings,Psalms,139,5,אחור וקדם צרתני ותשת עלי כפכה
Writings,Psalms,139,6,פלאיה [פליאה] דעת ממני נשגבה לא אוכל לה
Writings,Psalms,139,7,אנה אלך מרוחך ואנה מפניך אברח
Writings,Psalms,139,8,אם אסק שמים שם אתה ואציעה שאול הנך
Writings,Psalms,139,9,אשא כנפי שחר אשכנה באחרית ים
Writings,Psalms,139,10,גם שם ידך תנחני ותאחזני ימינך
Writings,Psalms,139,11,ואמר אך חשך ישופני ולילה אור בעדני
Writings,Psalms,139,12,גם חשך לא יחשיך ממך ולילה כיום יאיר כחשיכה כאורה
Writings,Psalms,139,13,כי אתה קנית כליתי תסכני בבטן אמי
Writings,Psalms,139,14,אודך על כי נוראות נפליתי נפלאים מעשיך ונפשי ידעת מאד
Writings,Psalms,139,15,לא נכחד עצמי ממך אשר עשיתי בסתר רקמתי בתחתיות ארץ
Writings,Psalms,139,16,גלמי ראו עיניך ועל ספרך כלם יכתבו ימים יצרו ולא [ולו] אחד בהם
Writings,Psalms,139,17,ולי מה יקרו רעיך אל מה עצמו ראשיהם
Writings,Psalms,139,18,אספרם מחול ירבון הקיצתי ועודי עמך
Writings,Psalms,139,19,אם תקטל אלוה רשע ואנשי דמים סורו מני
Writings,Psalms,139,20,אשר יאמרך למזמה נשא לשוא עריך
Writings,Psalms,139,21,הלוא משנאיך יהוה אשנא ובתקוממיך אתקוטט
Writings,Psalms,139,22,תכלית שנאה שנאתים לאויבים היו לי
Writings,Psalms,139,23,חקרני אל ודע לבבי בחנני ודע שרעפי
Writings,Psalms,139,24,וראה אם דרך עצב בי ונחני בדרך עולם
Writings,Psalms,140,1,למנצח מזמור לדוד
Writings,Psalms,140,2,חלצני יהוה מאדם רע מאיש חמסים תנצרני
Writings,Psalms,140,3,אשר חשבו רעות בלב כל יום יגורו מלחמות
Writings,Psalms,140,4,שננו לשונם כמו נחש חמת עכשוב תחת שפתימו סלה
Writings,Psalms,140,5,שמרני יהוה מידי רשע מאיש חמסים תנצרני אשר חשבו לדחות פעמי
Writings,Psalms,140,6,טמנו גאים פח לי וחבלים פרשו רשת ליד מעגל מקשים שתו לי סלה
Writings,Psalms,140,7,אמרתי ליהוה אלי אתה האזינה יהוה קול תחנוני
Writings,Psalms,140,8,יהוה אדני עז ישועתי סכתה לראשי ביום נשק
Writings,Psalms,140,9,אל תתן יהוה מאויי רשע זממו אל תפק ירומו סלה
Writings,Psalms,140,10,ראש מסבי עמל שפתימו יכסומו [יכסמו]
Writings,Psalms,140,11,ימיטו [ימוטו] עליהם גחלים באש יפלם במהמרות בל יקומו
Writings,Psalms,140,12,איש לשון בל יכון בארץ איש חמס רע יצודנו למדחפת
Writings,Psalms,140,13,ידעת [ידעתי] כי יעשה יהוה דין עני משפט אבינים
Writings,Psalms,140,14,אך צדיקים יודו לשמך ישבו ישרים את פניך
Writings,Psalms,141,1,מזמור לדוד יהוה קראתיך חושה לי האזינה קולי בקראי לך
Writings,Psalms,141,2,תכון תפלתי קטרת לפניך משאת כפי מנחת ערב
Writings,Psalms,141,3,שיתה יהוה שמרה לפי נצרה על דל שפתי
Writings,Psalms,141,4,אל תט לבי לדבר רע להתעולל עללות ברשע את אישים פעלי און ובל אלחם במנעמיהם
Writings,Psalms,141,5,יהלמני צדיק חסד ויוכיחני שמן ראש אל יני ראשי כי עוד ותפלתי ברעותיהם
Writings,Psalms,141,6,נשמטו בידי סלע שפטיהם ושמעו אמרי כי נעמו
Writings,Psalms,141,7,כמו פלח ובקע בארץ נפזרו עצמינו לפי שאול
Writings,Psalms,141,8,כי אליך יהוה אדני עיני בכה חסיתי אל תער נפשי
Writings,Psalms,141,9,שמרני מידי פח יקשו לי ומקשות פעלי און
Writings,Psalms,141,10,יפלו במכמריו רשעים יחד אנכי עד אעבור
Writings,Psalms,142,1,משכיל לדוד בהיותו במערה תפלה
Writings,Psalms,142,2,קולי אל יהוה אזעק קולי אל יהוה אתחנן
Writings,Psalms,142,3,אשפך לפניו שיחי צרתי לפניו אגיד
Writings,Psalms,142,4,בהתעטף עלי רוחי ואתה ידעת נתיבתי בארח זו אהלך טמנו פח לי
Writings,Psalms,142,5,הביט ימין וראה ואין לי מכיר אבד מנוס ממני אין דורש לנפשי
Writings,Psalms,142,6,זעקתי אליך יהוה אמרתי אתה מחסי חלקי בארץ החיים
Writings,Psalms,142,7,הקשיבה אל רנתי כי דלותי מאד הצילני מרדפי כי אמצו ממני
Writings,Psalms,142,8,הוציאה ממסגר נפשי להודות את שמך בי יכתרו צדיקים כי תגמל עלי
Writings,Psalms,143,1,מזמור לדוד יהוה שמע תפלתי האזינה אל תחנוני באמנתך ענני בצדקתך
Writings,Psalms,143,2,ואל תבוא במשפט את עבדך כי לא יצדק לפניך כל חי
Writings,Psalms,143,3,כי רדף אויב נפשי דכא לארץ חיתי הושיבני במחשכים כמתי עולם
Writings,Psalms,143,4,ותתעטף עלי רוחי בתוכי ישתומם לבי
Writings,Psalms,143,5,זכרתי ימים מקדם הגיתי בכל פעלך במעשה ידיך אשוחח
Writings,Psalms,143,6,פרשתי ידי אליך נפשי כארץ עיפה לך סלה
Writings,Psalms,143,7,מהר ענני יהוה כלתה רוחי אל תסתר פניך ממני ונמשלתי עם ירדי בור
Writings,Psalms,143,8,השמיעני בבקר חסדך כי בך בטחתי הודיעני דרך זו אלך כי אליך נשאתי נפשי
Writings,Psalms,143,9,הצילני מאיבי יהוה אליך כסתי
Writings,Psalms,143,10,למדני לעשות רצונך כי אתה אלוהי רוחך טובה תנחני בארץ מישור
Writings,Psalms,143,11,למען שמך יהוה תחיני בצדקתך תוציא מצרה נפשי
Writings,Psalms,143,12,ובחסדך תצמית איבי והאבדת כל צררי נפשי כי אני עבדך
Writings,Psalms,144,1,לדוד ברוך יהוה צורי המלמד ידי לקרב אצבעותי למלחמה
Writings,Psalms,144,2,חסדי ומצודתי משגבי ומפלטי לי מגני ובו חסיתי הרודד עמי תחתי
Writings,Psalms,144,3,יהוה מה אדם ותדעהו בן אנוש ותחשבהו
Writings,Psalms,144,4,אדם להבל דמה ימיו כצל עובר
Writings,Psalms,144,5,יהוה הט שמיך ותרד גע בהרים ויעשנו
Writings,Psalms,144,6,ברוק ברק ותפיצם שלח חציך ותהמם
Writings,Psalms,144,7,שלח ידיך ממרום פצני והצילני ממים רבים מיד בני נכר
Writings,Psalms,144,8,אשר פיהם דבר שוא וימינם ימין שקר
Writings,Psalms,144,9,א‍להים שיר חדש אשירה לך בנבל עשור אזמרה לך
Writings,Psalms,144,10,הנותן תשועה למלכים הפוצה את דוד עבדו מחרב רעה
Writings,Psalms,144,11,פצני והצילני מיד בני נכר אשר פיהם דבר שוא וימינם ימין שקר
Writings,Psalms,144,12,אשר בנינו כנטעים מגדלים בנעוריהם בנותינו כזוית מחטבות תבנית היכל
Writings,Psalms,144,13,מזוינו מלאים מפיקים מזן אל זן צאוננו מאליפות מרבבות בחוצותינו
Writings,Psalms,144,14,אלופינו מסבלים אין פרץ ואין יוצאת ואין צוחה ברחבתינו
Writings,Psalms,144,15,אשרי העם שככה לו אשרי העם שיהוה אלהיו
Writings,Psalms,145,1,תהלה לדוד ארוממך אלוהי המלך ואברכה שמך לעולם ועד
Writings,Psalms,145,2,בכל יום אברכך ואהללה שמך לעולם ועד
Writings,Psalms,145,3,גדול יהוה ומהלל מאד ולגדלתו אין חקר
Writings,Psalms,145,4,דור לדור ישבח מעשיך וגבורתיך יגידו
Writings,Psalms,145,5,הדר כבוד הודך ודברי נפלאותיך אשיחה
Writings,Psalms,145,6,ועזוז נוראתיך יאמרו וגדולתיך [וגדולתך] אספרנה
Writings,Psalms,145,7,זכר רב טובך יביעו וצדקתך ירננו
Writings,Psalms,145,8,חנון ורחום יהוה ארך אפים וגדל חסד
Writings,Psalms,145,9,טוב יהוה לכל ורחמיו על כל מעשיו
Writings,Psalms,145,10,יודוך יהוה כל מעשיך וחסידיך יברכוכה
Writings,Psalms,145,11,כבוד מלכותך יאמרו וגבורתך ידברו
Writings,Psalms,145,12,להודיע לבני האדם גבורתיו וכבוד הדר מלכותו
Writings,Psalms,145,13,מלכותך מלכות כל עלמים וממשלתך בכל דור ודור
Writings,Psalms,145,14,סומך יהוה לכל הנפלים וזוקף לכל הכפופים
Writings,Psalms,145,15,עיני כל אליך ישברו ואתה נותן להם את אכלם בעתו
Writings,Psalms,145,16,פותח את ידך ומשביע לכל חי רצון
Writings,Psalms,145,17,צדיק יהוה בכל דרכיו וחסיד בכל מעשיו
Writings,Psalms,145,18,קרוב יהוה לכל קראיו לכל אשר יקראהו באמת
Writings,Psalms,145,19,רצון יראיו יעשה ואת שועתם ישמע ויושיעם
Writings,Psalms,145,20,שומר יהוה את כל אהביו ואת כל הרשעים ישמיד
Writings,Psalms,145,21,תהלת יהוה ידבר פי ויברך כל בשר שם קדשו לעולם ועד
Writings,Psalms,146,1,הללו יה הללי נפשי את יהוה
Writings,Psalms,146,2,אהללה יהוה בחיי אזמרה לאלהי בעודי
Writings,Psalms,146,3,אל תבטחו בנדיבים בבן אדם שאין לו תשועה
Writings,Psalms,146,4,תצא רוחו ישב לאדמתו ביום ההוא אבדו עשתנתיו
Writings,Psalms,146,5,אשרי שאל יעקב בעזרו שברו על יהוה אלהיו
Writings,Psalms,146,6,עשה שמים וארץ את הים ואת כל אשר בם השמר אמת לעולם
Writings,Psalms,146,7,עשה משפט לעשוקים נתן לחם לרעבים יהוה מתיר אסורים
Writings,Psalms,146,8,יהוה פקח עורים יהוה זקף כפופים יהוה אהב צדיקים
Writings,Psalms,146,9,יהוה שמר את גרים יתום ואלמנה יעודד ודרך רשעים יעות
Writings,Psalms,146,10,ימלך יהוה לעולם אלהיך ציון לדר ודר הללו יה
Writings,Psalms,147,1,הללו יה כי טוב זמרה אלהינו כי נעים נאוה תהלה
Writings,Psalms,147,2,בונה ירושלם יהוה נדחי ישראל יכנס
Writings,Psalms,147,3,הרפא לשבורי לב ומחבש לעצבותם
Writings,Psalms,147,4,מונה מספר לכוכבים לכלם שמות יקרא
Writings,Psalms,147,5,גדול אדונינו ורב כח לתבונתו אין מספר
Writings,Psalms,147,6,מעודד ענוים יהוה משפיל רשעים עדי ארץ
Writings,Psalms,147,7,ענו ליהוה בתודה זמרו לאלהינו בכנור
Writings,Psalms,147,8,המכסה שמים בעבים המכין לארץ מטר המצמיח הרים חציר
Writings,Psalms,147,9,נותן לבהמה לחמה לבני ערב אשר יקראו
Writings,Psalms,147,10,לא בגבורת הסוס יחפץ לא בשוקי האיש ירצה
Writings,Psalms,147,11,רוצה יהוה את יראיו את המיחלים לחסדו
Writings,Psalms,147,12,שבחי ירושלם את יהוה הללי אלהיך ציון
Writings,Psalms,147,13,כי חזק בריחי שעריך ברך בניך בקרבך
Writings,Psalms,147,14,השם גבולך שלום חלב חטים ישביעך
Writings,Psalms,147,15,השלח אמרתו ארץ עד מהרה ירוץ דברו
Writings,Psalms,147,16,הנתן שלג כצמר כפור כאפר יפזר
Writings,Psalms,147,17,משליך קרחו כפתים לפני קרתו מי יעמד
Writings,Psalms,147,18,ישלח דברו וימסם ישב רוחו יזלו מים
Writings,Psalms,147,19,מגיד דברו [דבריו] ליעקב חקיו ומשפטיו לישראל
Writings,Psalms,147,20,לא עשה כן לכל גוי ומשפטים בל ידעום הללו יה
Writings,Psalms,148,1,הללו יה הללו את יהוה מן השמים הללוהו במרומים
Writings,Psalms,148,2,הללוהו כל מלאכיו הללוהו כל צבאו [צבאיו]
Writings,Psalms,148,3,הללוהו שמש וירח הללוהו כל כוכבי אור
Writings,Psalms,148,4,הללוהו שמי השמים והמים אשר מעל השמים
Writings,Psalms,148,5,יהללו את שם יהוה כי הוא צוה ונבראו
Writings,Psalms,148,6,ויעמידם לעד לעולם חק נתן ולא יעבור
Writings,Psalms,148,7,הללו את יהוה מן הארץ תנינים וכל תהמות
Writings,Psalms,148,8,אש וברד שלג וקיטור רוח סערה עשה דברו
Writings,Psalms,148,9,ההרים וכל גבעות עץ פרי וכל ארזים
Writings,Psalms,148,10,החיה וכל בהמה רמש וצפור כנף
Writings,Psalms,148,11,מלכי ארץ וכל לאמים שרים וכל שפטי ארץ
Writings,Psalms,148,12,בחורים וגם בתולות זקנים עם נערים
Writings,Psalms,148,13,יהללו את שם יהוה כי נשגב שמו לבדו הודו על ארץ ושמים
Writings,Psalms,148,14,וירם קרן לעמו תהלה לכל חסידיו לבני ישראל עם קרבו הללו יה
Writings,Psalms,149,1,הללו יה שירו ליהוה שיר חדש תהלתו בקהל חסידים
Writings,Psalms,149,2,ישמח ישראל בעשיו בני ציון יגילו במלכם
Writings,Psalms,149,3,יהללו שמו במחול בתף וכנור יזמרו לו
Writings,Psalms,149,4,כי רוצה יהוה בעמו יפאר ענוים בישועה
Writings,Psalms,149,5,יעלזו חסידים בכבוד ירננו על משכבותם
Writings,Psalms,149,6,רוממות אל בגרונם וחרב פיפיות בידם
Writings,Psalms,149,7,לעשות נקמה בגוים תוכחת בל אמים
Writings,Psalms,149,8,לאסר מלכיהם בזקים ונכבדיהם בכבלי ברזל
Writings,Psalms,149,9,לעשות בהם משפט כתוב הדר הוא לכל חסידיו הללו יה
Writings,Psalms,150,1,הללו יה הללו אל בקדשו הללוהו ברקיע עזו
Writings,Psalms,150,2,הללוהו בגבורתיו הללוהו כרב גדלו
Writings,Psalms,150,3,הללוהו בתקע שופר הללוהו בנבל וכנור
Writings,Psalms,150,4,הללוהו בתף ומחול הללוהו במנים ועוגב
Writings,Psalms,150,5,הללוהו בצלצלי שמע הללוהו בצלצלי תרועה
Writings,Psalms,150,6,כל הנשמה תהלל יה הללו יה
Writings,Ezra,1,1,ובשנת אחת לכורש מלך פרס לכלות דבר יהוה מפי ירמיה העיר יהוה את רוח כרש מלך פרס ויעבר קול בכל מלכותו וגם במכתב לאמר
Writings,Ezra,1,2,כה אמר כרש מלך פרס כל ממלכות הארץ נתן לי יהוה אלהי השמים והוא פקד עלי לבנות לו בית בירושלם אשר ביהודה
Writings,Ezra,1,3,מי בכם מכל עמו יהי אלהיו עמו ויעל לירושלם אשר ביהודה ויבן את בית יהוה אלהי ישראל הוא האלהים אשר בירושלם
Writings,Ezra,1,4,וכל הנשאר מכל המקמות אשר הוא גר שם ינשאוהו אנשי מקמו בכסף ובזהב וברכוש ובבהמה עם הנדבה לבית האלהים אשר בירושלם
Writings,Ezra,1,5,ויקומו ראשי האבות ליהודה ובנימן והכהנים והלוים לכל העיר האלהים את רוחו לעלות לבנות את בית יהוה אשר בירושלם
Writings,Ezra,1,6,וכל סביבתיהם חזקו בידיהם בכלי כסף בזהב ברכוש ובבהמה ובמגדנות לבד על כל התנדב
Writings,Ezra,1,7,והמלך כורש הוציא את כלי בית יהוה אשר הוציא נבוכדנצר מירושלם ויתנם בבית אלהיו
Writings,Ezra,1,8,ויוציאם כורש מלך פרס על יד מתרדת הגזבר ויספרם לששבצר הנשיא ליהודה
Writings,Ezra,1,9,ואלה מספרם אגרטלי זהב שלשים אגרטלי כסף אלף מחלפים תשעה ועשרים
Writings,Ezra,1,10,כפורי זהב שלשים כפורי כסף משנים ארבע מאות ועשרה כלים אחרים אלף
Writings,Ezra,1,11,כל כלים לזהב ולכסף חמשת אלפים וארבע מאות הכל העלה ששבצר עם העלות הגולה מבבל לירושלם
Writings,Ezra,2,1,ואלה בני המדינה העלים משבי הגולה אשר הגלה נבוכדנצור [נבוכדנצר] מלך בבל לבבל וישובו לירושלם ויהודה איש לעירו
Writings,Ezra,2,2,אשר באו עם זרבבל ישוע נחמיה שריה רעליה מרדכי בלשן מספר בגוי רחום בענה מספר אנשי עם ישראל
Writings,Ezra,2,3,בני פרעש אלפים מאה שבעים ושנים
Writings,Ezra,2,4,בני שפטיה שלש מאות שבעים ושנים
Writings,Ezra,2,5,בני ארח שבע מאות חמשה ושבעים
Writings,Ezra,2,6,בני פחת מואב לבני ישוע יואב אלפים שמנה מאות ושנים עשר
Writings,Ezra,2,7,בני עילם אלף מאתים חמשים וארבעה
Writings,Ezra,2,8,בני זתוא תשע מאות וארבעים וחמשה
Writings,Ezra,2,9,בני זכי שבע מאות וששים
Writings,Ezra,2,10,בני בני שש מאות ארבעים ושנים
Writings,Ezra,2,11,בני בבי שש מאות עשרים ושלשה
Writings,Ezra,2,12,בני עזגד אלף מאתים עשרים ושנים
Writings,Ezra,2,13,בני אדניקם שש מאות ששים וששה
Writings,Ezra,2,14,בני בגוי אלפים חמשים וששה
Writings,Ezra,2,15,בני עדין ארבע מאות חמשים וארבעה
Writings,Ezra,2,16,בני אטר ליחזקיה תשעים ושמנה
Writings,Ezra,2,17,בני בצי שלש מאות עשרים ושלשה
Writings,Ezra,2,18,בני יורה מאה ושנים עשר
Writings,Ezra,2,19,בני חשם מאתים עשרים ושלשה
Writings,Ezra,2,20,בני גבר תשעים וחמשה
Writings,Ezra,2,21,בני בית לחם מאה עשרים ושלשה
Writings,Ezra,2,22,אנשי נטפה חמשים וששה
Writings,Ezra,2,23,אנשי ענתות מאה עשרים ושמנה
Writings,Ezra,2,24,בני עזמות ארבעים ושנים
Writings,Ezra,2,25,בני קרית ערים כפירה ובארות שבע מאות וארבעים ושלשה
Writings,Ezra,2,26,בני הרמה וגבע שש מאות עשרים ואחד
Writings,Ezra,2,27,אנשי מכמס מאה עשרים ושנים
Writings,Ezra,2,28,אנשי בית אל והעי מאתים עשרים ושלשה
Writings,Ezra,2,29,בני נבו חמשים ושנים
Writings,Ezra,2,30,בני מגביש מאה חמשים וששה
Writings,Ezra,2,31,בני עילם אחר אלף מאתים חמשים וארבעה
Writings,Ezra,2,32,בני חרם שלש מאות ועשרים
Writings,Ezra,2,33,בני לד חדיד ואונו שבע מאות עשרים וחמשה
Writings,Ezra,2,34,בני ירחו שלש מאות ארבעים וחמשה
Writings,Ezra,2,35,בני סנאה שלשת אלפים ושש מאות ושלשים
Writings,Ezra,2,36,הכהנים בני ידעיה לבית ישוע תשע מאות שבעים ושלשה
Writings,Ezra,2,37,בני אמר אלף חמשים ושנים
Writings,Ezra,2,38,בני פשחור אלף מאתים ארבעים ושבעה
Writings,Ezra,2,39,בני חרם אלף ושבעה עשר
Writings,Ezra,2,40,הלוים בני ישוע וקדמיאל לבני הודויה שבעים וארבעה
Writings,Ezra,2,41,המשררים בני אסף מאה עשרים ושמנה
Writings,Ezra,2,42,בני השערים בני שלום בני אטר בני טלמון בני עקוב בני חטיטא בני שבי הכל מאה שלשים ותשעה
Writings,Ezra,2,43,הנתינים בני ציחא בני חשופא בני טבעות
Writings,Ezra,2,44,בני קרס בני סיעהא בני פדון
Writings,Ezra,2,45,בני לבנה בני חגבה בני עקוב
Writings,Ezra,2,46,בני חגב בני שמלי [שלמי] בני חנן
Writings,Ezra,2,47,בני גדל בני גחר בני ראיה
Writings,Ezra,2,48,בני רצין בני נקודא בני גזם
Writings,Ezra,2,49,בני עזא בני פסח בני בסי
Writings,Ezra,2,50,בני אסנה בני מעינים [מעונים] בני נפיסים [נפוסים]
Writings,Ezra,2,51,בני בקבוק בני חקופא בני חרחור
Writings,Ezra,2,52,בני בצלות בני מחידא בני חרשא
Writings,Ezra,2,53,בני ברקוס בני סיסרא בני תמח
Writings,Ezra,2,54,בני נציח בני חטיפא
Writings,Ezra,2,55,בני עבדי שלמה בני סטי בני הספרת בני פרודא
Writings,Ezra,2,56,בני יעלה בני דרקון בני גדל
Writings,Ezra,2,57,בני שפטיה בני חטיל בני פכרת הצביים בני אמי
Writings,Ezra,2,58,כל הנתינים ובני עבדי שלמה שלש מאות תשעים ושנים
Writings,Ezra,2,59,ואלה העלים מתל מלח תל חרשא כרוב אדן אמר ולא יכלו להגיד בית אבותם וזרעם אם מישראל הם
Writings,Ezra,2,60,בני דליה בני טוביה בני נקודא שש מאות חמשים ושנים
Writings,Ezra,2,61,ומבני הכהנים בני חביה בני הקוץ בני ברזלי אשר לקח מבנות ברזלי הגלעדי אשה ויקרא על שמם
Writings,Ezra,2,62,אלה בקשו כתבם המתיחשים ולא נמצאו ויגאלו מן הכהנה
Writings,Ezra,2,63,ויאמר התרשתא להם אשר לא יאכלו מקדש הקדשים עד עמד כהן לאורים ולתמים
Writings,Ezra,2,64,כל הקהל כאחד ארבע רבוא אלפים שלש מאות ששים
Writings,Ezra,2,65,מלבד עבדיהם ואמהתיהם אלה שבעת אלפים שלש מאות שלשים ושבעה ולהם משררים ומשררות מאתים
Writings,Ezra,2,66,סוסיהם שבע מאות שלשים וששה פרדיהם מאתים ארבעים וחמשה
Writings,Ezra,2,67,גמליהם ארבע מאות שלשים וחמשה חמרים ששת אלפים שבע מאות ועשרים
Writings,Ezra,2,68,ומראשי האבות בבואם לבית יהוה אשר בירושלם התנדבו לבית האלהים להעמידו על מכונו
Writings,Ezra,2,69,ככחם נתנו לאוצר המלאכה זהב דרכמונים שש רבאות ואלף וכסף מנים חמשת אלפים וכתנת כהנים מאה
Writings,Ezra,2,70,וישבו הכהנים והלוים ומן העם והמשררים והשוערים והנתינים בעריהם וכל ישראל בעריהם
Writings,Ezra,3,1,ויגע החדש השביעי ובני ישראל בערים ויאספו העם כאיש אחד אל ירושלם
Writings,Ezra,3,2,ויקם ישוע בן יוצדק ואחיו הכהנים וזרבבל בן שאלתיאל ואחיו ויבנו את מזבח אלהי ישראל להעלות עליו עלות ככתוב בתורת משה איש האלהים
Writings,Ezra,3,3,ויכינו המזבח על מכונתיו כי באימה עליהם מעמי הארצות ויעל [ויעלו] עליו עלות ליהוה עלות לבקר ולערב
Writings,Ezra,3,4,ויעשו את חג הסכות ככתוב ועלת יום ביום במספר כמשפט דבר יום ביומו
Writings,Ezra,3,5,ואחריכן עלת תמיד ולחדשים ולכל מועדי יהוה המקדשים ולכל מתנדב נדבה ליהוה
Writings,Ezra,3,6,מיום אחד לחדש השביעי החלו להעלות עלות ליהוה והיכל יהוה לא יסד
Writings,Ezra,3,7,ויתנו כסף לחצבים ולחרשים ומאכל ומשתה ושמן לצדנים ולצרים להביא עצי ארזים מן הלבנון אל ים יפוא כרשיון כורש מלך פרס עליהם
Writings,Ezra,3,8,ובשנה השנית לבואם אל בית האלהים לירושלם בחדש השני החלו זרבבל בן שאלתיאל וישוע בן יוצדק ושאר אחיהם הכהנים והלוים וכל הבאים מהשבי ירושלם ויעמידו את הלוים מבן עשרים שנה ומעלה לנצח על מלאכת בית יהוה
Writings,Ezra,3,9,ויעמד ישוע בניו ואחיו קדמיאל ובניו בני יהודה כאחד לנצח על עשה המלאכה בבית האלהים בני חנדד בניהם ואחיהם הלוים
Writings,Ezra,3,10,ויסדו הבנים את היכל יהוה ויעמידו הכהנים מלבשים בחצצרות והלוים בני אסף במצלתים להלל את יהוה על ידי דויד מלך ישראל
Writings,Ezra,3,11,ויענו בהלל ובהודת ליהוה כי טוב כי לעולם חסדו על ישראל וכל העם הריעו תרועה גדולה בהלל ליהוה על הוסד בית יהוה
Writings,Ezra,3,12,ורבים מהכהנים והלוים וראשי האבות הזקנים אשר ראו את הבית הראשון ביסדו זה הבית בעיניהם בכים בקול גדול ורבים בתרועה בשמחה להרים קול
Writings,Ezra,3,13,ואין העם מכירים קול תרועת השמחה לקול בכי העם כי העם מריעים תרועה גדולה והקול נשמע עד למרחוק
Writings,Ezra,4,1,וישמעו צרי יהודה ובנימן כי בני הגולה בונים היכל ליהוה אלהי ישראל
Writings,Ezra,4,2,ויגשו אל זרבבל ואל ראשי האבות ויאמרו להם נבנה עמכם כי ככם נדרוש לאלהיכם ולא [ולו ] אנחנו זבחים מימי אסר חדן מלך אשור המעלה אתנו פה
Writings,Ezra,4,3,ויאמר להם זרבבל וישוע ושאר ראשי האבות לישראל לא לכם ולנו לבנות בית לאלהינו כי אנחנו יחד נבנה ליהוה אלהי ישראל כאשר צונו המלך כורש מלך פרס
Writings,Ezra,4,4,ויהי עם הארץ מרפים ידי עם יהודה ומבלהים [ומבהלים] אותם לבנות
Writings,Ezra,4,5,וסכרים עליהם יועצים להפר עצתם כל ימי כורש מלך פרס ועד מלכות דריוש מלך פרס
